Number,Title
3232,stellar core collapse hadron-quark phase transition
3233,nuclear astrophysics electron beam
3234,fitness probability distribution bit-flip mutation
3235,spacetime double field theory review remark outlook
3236,metal-insulator transition induced srti1-xvxo3 thin film
3237,monopole taxonomy three-dimensional conformal field theory
3238,charge symmetry breaking parity violating electron scattering
3239,generating observed baryon asymmetry inflaton field
3240,baryogenesis inflaton field
3241,realization josephson switch
3242,baryon mass nonzero isospinkaon density
3243,measurement solid-state triple point metal-insulator transition vo2
3244,1-jettiness dis measuring jet way
3245,quark deconfinement protoneutron star core effect color superconductivity within themitbag model
3246,auxiliary gauge mediation new route mini-split supersymmetry
3247,magnetic order pyrochlore iridate nd2ir2o7 probed muon spin relaxation
3248,stability window finite temperature
3249,casimir energy gribov-zwanziger approach qcd
3250,metal-insulator transition disordered solid theoretical prejudice influence characterization critical review analysis experimental data
3251,spectrum lattice massive su2 yang-mills
3252,dynamical bag chiral quark model
3253,single-spin asymmetry elastic electron-hadron scattering
3254,deconfinement transition protoneutron star core analysis within themitbag model
3255,improving data forwarding mobile social network infrastructure support space-crossing community approach
3256,holographic schwinger effect geometry entanglement
3257,dimensional-crossover-driven mott insulator srvo3 ultrathin film
3258,exothermic double-disk dark matter
3259,wino dark matter siege
3260,anomaly mediation unbroken supergravity
3261,algebra majorana doubling
3262,clean measurement nucleon axial-vector free-neutron magnetic form factor
3263,proton polarizabilities status relevance prospect
3264,superconducting phase strange quark matter njl model
3265,jet resummation higgs production nnllnnlo
3266,unsafe calculable ratio angularity perturbative qcd
3267,scalar spinor photon field relativistic cavity motion
3268,bag njl model color-flavor-locked strange quark matter
3269,new analysis result frank-wolfe method
3270,symmetry test photo-pion production
3271,nuclear -terms scalar-isoscalar wimp-nucleus interaction lattice qcd
3272,local convertibility quantum simulation edge state many-body system
3273,characteristic sign change magnetoresistance strongly correlated gaas two-dimensional hole
3274,calculating track thrust track function
3275,charge transport holographic fermi surface
3276,construct gravitating quantum electron star
3277,generalized energy time-translation invariance driven dissipative system
3278,ad description induced higher-spin gauge theory
3279,exotic top partner little higgs
3280,gauge theory generalization fermion-doubling theorem
3281,strange quark matter strong magnetic field within confining model
3282,doubled -geometry
3283,two-dimensional metal-insulator-transition potential fluctuation driven semiclassical transport phenomenon
3284,robust extraction tomographic information via randomized benchmarking
3285,high-accuracy analysis compton scattering chiral effective field theory status future
3286,thermal photon magnetized bare strange star
3287,hidden photon connection dark matter
3288,bar form factor lattice qcd static quark
3289,electrical switching dynamic broadband microwave characteristic vo2 device
3290,entanglement tsunami universal scaling holographic thermalization
3291,finite temperature fermionic casimir interaction anti-de sitter spacetime
3292,decay channel x3872 charm meson molecule
3293,new probe naturalness
3294,augmented reality ict minimum knowledge loss
3295,viscosity wave damping shock wave formation cold hadronic matter
3296,energy correlation function jet substructure
3297,comment wibral 2013 measuring information-transfer delay plo one e55809
3298,universality charge transport adscft
3299,top partner probe extended higgs sector
3300,assessing visualization technique search process digital library
3301,octahedral engineering orbital polarization charge transfer oxide
3302,low energy description quantum gravity complementarity
3303,multifield inflation planck case nonminimal coupling
3304,microscopic spectroscopic evidence slater metal-insulator transition sr2iro4
3305,using 1-jettiness measure jet dis way
3306,calculating track-based observables lhc
3307,anomalous dimension monopole operator three-dimensional quantum electrodynamics
3308,stability window proto-quark star
3309,metal-insulator transition variably doped bi1-xsbx2se3 nanosheets
3310,monopoles 21-dimensional conformal field theory global symmetry
3311,effect density dependent bag constant structure hot neutron star quark core
3312,modified higgs sector nlo associated production
3313,model independent determination gamma decay rate
3314,fermionic vacuum polarization cosmic string anti-de sitter spacetime
3315,tensionless string galilean conformal algebra
3316,holography f-maximization
3317,category theory scientist old version
3318,double parton correlation constituent quark model
3319,phenomenological approach equation state unitary fermi gas
3320,tasi 2012 super-tricks superspace
3321,structure hadron-quark mixed phase protoneutron star
3322,search correlation morphological characteristic crystallite size thin zinc oxide film
3323,displaying asynchronous reaction document two goal design
3324,critical exponent supercooled liquid
3325,omegabbb excited-state spectroscopy lattice qcd
3326,jet mass spectrum higgs one jet nnll
3327,electro-mechanical response top-gated laalo3srtio3 heterostructures
