Title,Authors
New Setting for Spontaneous Gauge Symmetry Breaking?,"R. Jackiw, S. Y. Pi"
Self-adjointness and the Casimir effect with confined quantized spinor matter,Yurii A Sitenko
LM-CMA: an Alternative to L-BFGS for Large Scale Black-box Optimization,Ilya Loshchilov
Probing 2D Black Phosphorus by Quantum Capacitance Measurements,"Manabendra Kuiri, Chandan Kumar, Biswanath Chakraborty, Satyendra N Gupta, Mit H. Naik, Manish Jain, A. K. Sood, Anindya Das"
"Preheating after Multifield Inflation with Nonminimal Couplings, I: Covariant Formalism and Attractor Behavior","Matthew P. DeCross, David I. Kaiser, Anirudh Prabhu, Chanda Prescod-Weinstein, Evangelos I. Sfakianakis"
The Singular Behavior of Jet Substructure Observables,"Andrew J. Larkoski, Ian Moult"
Systematics in the metal-insulator transition temperatures in vanadium oxides,"B. Fisher, J. Genossar, G. M. Reisner"
Polynomial Chaos-based Bayesian Inference of K-Profile Parametrization in a General Circulation Model of the Tropical Pacific,"Ihab Sraj, Sarah E. Zedler, Omar M. Knio, Charles S. Jackson, Ibrahim Hoteit"
Lily Pad: Towards Real-time Interactive Computational Fluid Dynamics,Gabriel D. Weymouth
"The charmonium dissociation in an ""anomalous wind""","Andrey V. Sadofyev, Yi Yin"
Polarization dependent tuning of the Hanle effect in the ground state of Cs,"Harish Ravi, Mangesh Bhattarai, Vineet Bharti, Vasant Natarajan"
High resolution Hall measurements across the VO2 metal-insulator transition reveal impact of spatial phase separation,"Tony Yamin, Yakov M. Strelniker, Amos Sharoni"
Algebraic Conditions for Generating Accurate Adjacency Arrays,"Karia Dibert, Hayden Jansen, Jeremy Kepner"
A Monte Carlo exploration of threefold base geometries for 4d F-theory vacua,"Washington Taylor, Yi-Nan Wang"
Multiscale Monte Carlo equilibration: Pure Yang-Mills theory,"Michael G. Endres, Richard C. Brower, William Detmold, Kostas Orginos, Andrew V. Pochinsky"
On effective Chern-Simons Term induced by a Local CPT-Violating Coupling using $γ_5$ in Dimensional Regularization,"Ruggero Ferrari, Mario Raciti"
Markov Chain Analysis of Cumulative Step-size Adaptation on a Linear Constrained Problem,"Alexandre Chotard, Anne Auger, Nikolaus Hansen"
Heart beat classification from single-lead ECG using the Synchrosqueezing Transform,"Christophe L. Herry, Martin Frasch, Andrew JE Seely, Hau-tieng Wu"
Composite Vector Particles in External Electromagnetic Fields,"Zohreh Davoudi, William Detmold"
Building Resource Adaptive Software Systems (BRASS): Objectives and System Evaluation,"Jeffrey Hughes, Cassandra Sparks, Alley Stoughton, Rinku Parikh, Albert Reuther, Suresh Jagannathan"
Local Hamiltonians Whose Ground States are Hard to Approximate,"Lior Eldar, Aram W. Harrow"
AdS/CFT and the Little Hierarchy Problem,"Xi Dong, Daniel Z. Freedman, Yue Zhao"
Harvesting Discriminative Meta Objects with Deep CNN Features for Scene Classification,"Ruobing Wu, Baoyuan Wang, Wenping Wang, Yizhou Yu"
"Reproducible Operating Margins on a 72,800-Device Digital Superconducting Chip","Quentin P. Herr, Joshua Osborne, Micah J. A. Stoutimore, Harold Hearne, Ryan Selig, Jacob Vogel, Eileen Min, Vladimir V. Talanov, Anna Y. Herr"
"'Metal'-like transport in high-resistance, high aspect ratio two-dimensional electron gases","Dirk Backes, Richard Hall, Michael Pepper, Harvey Beere, David Ritchie, Vijay Narayan"
T-duality Constraints on Higher Derivatives Revisited,"Olaf Hohm, Barton Zwiebach"
Knowledge-based system for collaborative process specification,"Frederick Benaben, Vatcharaphun Rajsiri, Jean-Pierre Lorré, Hervé Pingaud"
Analysis of Intelligent Classifiers and Enhancing the Detection Accuracy for Intrusion Detection System,"Mohanad Albayati, Biju Issac"
"Composition dependence of electronic, magnetic, transport and morphological properties of mixed valence manganite thin films","Surendra Singh, J. W. Freeland, M. R. Fitzsimmons, H. Jeen, A. Biswas"
Equilibrium and stability of charged strange quark stars,"José D. V. Arbañil, M. Malheiro"
Dark photons from charm mesons at LHCb,"Philip Ilten, Jesse Thaler, Mike Williams, Wei Xue"
Strange Stars in $f(T)$ Gravity WithMITBag Model,"G. Abbas, Shahid Qaisar, Abdul Jawad"
Evaluating the visualization of what a Deep Neural Network has learned,"Wojciech Samek, Alexander Binder, Grégoire Montavon, Sebastian Bach, Klaus-Robert Müller"
Effect of Strain on Ferroelectric Field Effect in Strongly Correlated Oxide Sm$_{0.5}$Nd$_{0.5}$NiO$_3$,"L. Zhang, X. G. Chen, H. J. Gardner, M. A. Koten, J. E. Shield, X. Hong"
Can Compactifications Solve the Cosmological Constant Problem?,"Mark P. Hertzberg, Ali Masoumi"
Advanced Fabrication Processes for Superconducting Very Large Scale Integrated Circuits,"Sergey K. Tolpygo, Vladimir Bolkhovsky, T. J. Weir, Alex Wynn, D. E. Oates, L. M. Johnson, M. A. Gouker"
Multi-Fields Modulation of Physical Properties of Oxide Thin Films,"Huali Yang, Baomin Wang, Xiaojian Zhu, Jie Shang, Bin Chen, Run-Wei Li"
Learning Contextual Dependencies with Convolutional Hierarchical Recurrent Neural Networks,"Zhen Zuo, Bing Shuai, Gang Wang, Xiao Liu, Xingxing Wang, Bing Wang"
"Double Metric, Generalized Metric and $α'$-Geometry","Olaf Hohm, Barton Zwiebach"
Light Efficient Flutter Shutter,Moshe Ben-Ezra
Classification of Argyres-Douglas theories from M5 branes,"Yifan Wang, Dan Xie"
Improved bounded-strength decoupling schemes for local Hamiltonians,"Adam D. Bookatz, Martin Roetteler, Pawel Wocjan"
A New Model for Strange Stars,"Debabrata Deb, Sourav Roy Chowdhury, Saibal Ray, Farook Rahaman"
High-contrast imaging of Sirius~A with VLT/SPHERE: Looking for giant planets down to one astronomical unit,"A. Vigan, C. Gry, G. Salter, D. Mesa, D. Homeier, C. Moutou, F. Allard"
Two Nucleon Systems at $m_π\sim 450~{\rm MeV}$ from Lattice QCD,"Kostas Orginos, Assumpta Parreno, Martin J. Savage, Silas R. Beane, Emmanuel Chang, William Detmold"
Graphulo: Linear Algebra Graph Kernels for NoSQL Databases,"Vijay Gadepally, Jake Bolewski, Dan Hook, Dylan Hutchison, Ben Miller, Jeremy Kepner"
Modulation Effects in Dark Matter-Electron Scattering Experiments,"Samuel K. Lee, Mariangela Lisanti, Siddharth Mishra-Sharma, Benjamin R. Safdi"
Supersymmetry Constraints and String Theory on K3,"Ying-Hsuan Lin, Shu-Heng Shao, Yifan Wang, Xi Yin"
Unitary Limit of Two-Nucleon Interactions in Strong Magnetic Fields,"William Detmold, Kostas Orginos, Assumpta Parreno, Martin J. Savage, Brian C. Tiburzi, Silas R. Beane, Emmanuel Chang"
Hard Matching for Boosted Tops at Two Loops,"Andre H. Hoang, Aditya Pathak, Piotr Pietrulewicz, Iain W. Stewart"
Suppression of Nonmagnetic Insulating State by Application of Pressure in Mineral Tetrahedrite Cu$_{12}$Sb$_{4}$S$_{13}$,"Shunsaku Kitagawa, Taishi Sekiya, Shingo Araki, Tatsuo C. Kobayashi, Kenji Ishida, Takashi Kambe, Takumi Kimura, Naoki Nishimoto, Kazutaka Kudo, Minoru Nohara"
Statistical framework for estimating GNSS bias,"Juha Vierinen, Anthea J. Coster, William C. Rideout, Philip J. Erickson, Johannes Norberg"
Employing Helicity Amplitudes for Resummation,"Ian Moult, Iain W. Stewart, Frank J. Tackmann, Wouter J. Waalewijn"
Emergent excitation at the magnetic metal-insulator transition in the pyrochlore osmate Cd2Os2O7,"S. Calder, J. G. Vale, N. A. Bogdanov, X. Liu, C. Donnerer, M. H. Upton, D. Casa, M. D. Lumsden, Z. Zhao, J. -Q. Yan, D. Mandrus, S. Nishimoto, J. van den Brink, J. P. Hill, D. F. McMorrow, A. D. Christianson"
Sample-optimal tomography of quantum states,"Jeongwan Haah, Aram W. Harrow, Zhengfeng Ji, Xiaodi Wu, Nengkun Yu"
Resolving Boosted Jets with XCone,"Jesse Thaler, Thomas F. Wilkason"
XCone: N-jettiness as an Exclusive Cone Jet Algorithm,"Iain W. Stewart, Frank J. Tackmann, Jesse Thaler, Christopher K. Vermilion, Thomas F. Wilkason"
Recoil Polarization Measurements of the Proton Electromagnetic Form Factor Ratio to High Momentum Transfer,Andrew J. R. Puckett
Holographic Trace Anomaly and Local Renormalization Group,"Srivatsan Rajagopal, Andreas Stergiou, Yechao Zhu"
Enhancing Low-Cost Ozone Spectrometers to Measure Mesospheric Winds and Tides,"O. B. Alam, A. E. E. Rogers"
Canonical formulation and conserved charges of double field theory,Usman Naseer
Spin Glass Models of Syntax and Language Evolution,"Karthik Siva, Jim Tao, Matilde Marcolli"
Massive photons: an infrared regularization scheme for lattice QCD+QED,"Michael G. Endres, Andrea Shindler, Brian C. Tiburzi, Andre Walker-Loud"
"Dark Matter, Shared Asymmetries, and Galactic Gamma Ray Signals","Nayara Fonseca, Lina Necib, Jesse Thaler"
Percolative Metal-Insulator Transition in LaMnO$_3$,"M. Sherafati, M. Baldini, L. Malavasi, S. Satpathy"
Stress tensor correlators in three-dimensional gravity,"Arjun Bagchi, Daniel Grumiller, Wout Merbis"
Tensionless Strings from Worldsheet Symmetries,"Arjun Bagchi, Shankhadeep Chakrabortty, Pulastya Parekh"
Doubly infinite separation of quantum information and communication,"Zi-Wen Liu, Christopher Perry, Yechao Zhu, Dax Enshan Koh, Scott Aaronson"
Individual performance calibration using physiological stress signals,"Francisco Hernando-Gallego, Antonio Artés-Rodríguez"
Anderson Metal-Insulator Transitions With Classical Magnetic Impurities,"Daniel Jung, Keith Slevin, Stefan Kettemann"
Analytic Boosted Boson Discrimination,"Andrew J. Larkoski, Ian Moult, Duff Neill"
On the Implementation of General Background Electromagnetic Fields on a Periodic Hypercubic Lattice,"Zohreh Davoudi, William Detmold"
Does self-replication imply evolvability?,"Thomas LaBar, Christoph Adami, Arend Hintze"
A More Accurate Fourier Transform,"Elya Courtney, Michael Courtney"
Altmetrics (Chapter from Beyond Bibliometrics: Harnessing Multidimensional Indicators of Scholarly Impact),Jason Priem
"Incremental Gradient, Subgradient, and Proximal Methods for Convex Optimization: A Survey",Dimitri P. Bertsekas
Lambda-Policy Iteration: A Review and a New Implementation,Dimitri P. Bertsekas
Parton distributions with threshold resummation,"Marco Bonvini, Simone Marzani, Juan Rojo, Luca Rottoli, Maria Ubiali, Richard D. Ball, Valerio Bertone, Stefano Carrazza, Nathan P. Hartland"
An improved semidefinite programming hierarchy for testing entanglement,"Aram W. Harrow, Anand Natarajan, Xiaodi Wu"
Improving Big Data Visual Analytics with Interactive Virtual Reality,"Andrew Moran, Vijay Gadepally, Matthew Hubbell, Jeremy Kepner"
Enabling On-Demand Database Computing withMITSuperCloud Database Management System,"Andrew Prout, Jeremy Kepner, Peter Michaleas, William Arcand, David Bestor, Bill Bergeron, Chansup Byun, Lauren Edwards, Vijay Gadepally, Matthew Hubbell, Julie Mullen, Antonio Rosa, Charles Yee, Albert Reuther"
The Gate Voltage Control of Long DNA Coherent Transport on Insulator Surface,"Zhi-Jie Qin, Le Wang, Gui-Ping Zhang"
"Separated at Birth: Jet Maximization, Axis Minimization, and Stable Cone Finding",Jesse Thaler
A Novel Feature Extraction Method for Scene Recognition Based on Centered Convolutional Restricted Boltzmann Machines,"Jingyu Gao, Jinfu Yang, Guanghui Wang, Mingai Li"
Equation of state for neutron stars with hyperons and quarks in relativistic Hartree-Fock approximation,"Tsuyoshi Miyatsu, Myung-Ki Cheoun, Koichi Saito"
A Spatial Layout and Scale Invariant Feature Representation for Indoor Scene Classification,"Munawar Hayat, Salman H. Khan, Mohammed Bennamoun, Senjian An"
The Magnetic Structure of Light Nuclei from Lattice QCD,"Emmanuel Chang, William Detmold, Kostas Orginos, Assumpta Parreno, Martin J. Savage, Brian C. Tiburzi, Silas R. Beane"
Size Dependence of Metal-Insulator Transition in Stoichiometric Fe3O4 Nanocrystals,"Jisoo Lee, Soon Gu Kwon, Je-Geun Park, Taeghwan Hyeon"
Evidence for Unresolved Gamma-Ray Point Sources in the Inner Galaxy,"Samuel K. Lee, Mariangela Lisanti, Benjamin R. Safdi, Tracy R. Slatyer, Wei Xue"
"Indirect Dark Matter Signatures in the Cosmic Dark Ages II. Ionization, Heating and Photon Production from Arbitrary Energy Injections",Tracy R. Slatyer
Indirect Dark Matter Signatures in the Cosmic Dark Ages I. Generalizing the Bound on s-wave Dark Matter Annihilation from Planck,Tracy R. Slatyer
$\mathbb{P}^1$-bundle bases and the prevalence of non-Higgsable structure in 4D F-theory models,"James Halverson, Washington Taylor"
Consistent Type IIB Reductions to Maximal 5D Supergravity,"Arnaud Baguet, Olaf Hohm, Henning Samtleben"
E$_{6(6)}$ Exceptional Field Theory: Review and Embedding of Type IIB,"Arnaud Baguet, Olaf Hohm, Henning Samtleben"
Chiral drag force,"Krishna Rajagopal, Andrey V. Sadofyev"
Functionalized graphene as a model system for the two-dimensional metal-insulator transition,"M. S. Osofsky, S. C. Hernández, A. Nath, V. D. Wheeler, S. Walton, C. M. Krowne, D. K. Gaskill"
Quark matter under strong magnetic fields,"Debora P. Menezes, Luiz L. Lopes"
Cavitation in a quark gluon plasma with finite chemical potential and several transport coefficients,"S. M. Sanches Jr., D. A. Fogaça, F. S. Navarra, H. Marrochio"
Supervertices and Non-renormalization Conditions in Maximal Supergravity Theories,"Yifan Wang, Xi Yin"
Metal-insulator transition and local-moment collapse in FeO under pressure,I. Leonov
Hopf algebra and renormalization: A brief review,Usman Naseer
Tuning the metal-insulator transition in NdNiO3 heterostructures via Fermi surface instability and spin-fluctuations,"R. S. Dhaka, Tanmoy Das, N. C. Plumb, Z. Ristic, W. Kong, C. E. Matt, N. Xu, K. Dolui, E. Razzoli, M. Medarde, L. Patthey, M. Shi, M. Radovic, Joel Mesot"
QCD resummation for hadronic final states,"Gionata Luisoni, Simone Marzani"
Gravitating lepton bag model,Alexander Burinskii
Training Deeper Convolutional Networks with Deep Supervision,"Liwei Wang, Chen-Yu Lee, Zhuowen Tu, Svetlana Lazebnik"
Ab initio calculation of the $np \to d γ$ radiative capture process,"Silas R. Beane, Emmanuel Chang, William Detmold, Kostas Orginos, Assumpta Parreño, Martin J. Savage, Brian C. Tiburzi"
Top Quark Pair Production beyond NNLO,"Claudio Muselli, Marco Bonvini, Stefano Forte, Simone Marzani, Giovanni Ridolfi"
Tailoring the electronic transitions of NdNiO_3 films through (111)_pc oriented interfaces,"S. Catalano, M. Gibert, V. Bisogni, F. He, R. Sutarto, M. Viret, P. Zubko, R. Scherwitzl, G. A. Sawatzky, T. Schmitt, J. -M. Triscone"
Multi-Object Classification and Unsupervised Scene Understanding Using Deep Learning Features and Latent Tree Probabilistic Models,"Tejaswi Nimmagadda, Anima Anandkumar"
Fast R-CNN,Ross Girshick
Classification of rational unicuspidal curves with two Newton pairs,József Bodnár
Off-shell hydrodynamics from holography,"Michael Crossley, Paolo Glorioso, Hong Liu, Yifan Wang"
When Hillclimbers Beat Genetic Algorithms in Multimodal Optimization,"Fernando G. Lobo, Mosab Bazargani"
The goldstone and goldstino of supersymmetric inflation,"Yonatan Kahn, Daniel A. Roberts, Jesse Thaler"
Effect of inhomogeneities and substrate on the dynamics of the metal-insulator transition in VO$_2$ thin films,"M. Rodriguez-Vega, M. T. Simons, E. Radue, S. Kittiwatanakul, J. Lu, S. A. Wolf, R. A. Lukaszew, I. Novikova, E. Rossi"
A note on large gauge transformations in double field theory,Usman Naseer
Electronic Transitions in Strained SmNiO_3 Thin Films,"S. Catalano, M. Gibert, V. Bisogni, O. Peil, F. He, R. Sutarto, M. Viret, P. Zubko, R. Scherwitzl, A. Georges, G. A. Sawatzky, T. Schmitt, J. -M. Triscone"
Comparisons of wavelet functions in QRS signal to noise ratio enhancement and detection accuracy,Pornchai Phukpattaranont
Automated Analysis and Prediction of Job Interview Performance,"Iftekhar Naim, M. Iftekhar Tanveer, Daniel Gildea, Mohammed, Hoque"
Halo-Independent Direct Detection Analyses Without Mass Assumptions,"Adam J. Anderson, Patrick J. Fox, Yonatan Kahn, Matthew McCullough"
A Conversation with Richard A. Olshen,John A. Rice
Formalism for Primordial Black Hole Formation in Spherical Symmetry,"Jolyon Bloomfield, Daniel Bulhosa, Stephen Face"
Separating decision tree complexity from subcube partition complexity,"Robin Kothari, David Racicot-Desloges, Miklos Santha"
Vacuum Structure and Gravitational Bags Produced by Metric-Independent Spacetime Volume-Form Dynamics,"Eduardo Guendelman, Emil Nissimov, Svetlana Pacheva"
Formation of Scientific Fields as a Universal Topological Transition,"Luis M. A. Bettencourt, David I. Kaiser"
New results for the Coupon Collector's problem with swapping and replacement,"Niklas Braband, Sonja Braband, Malte Braband"
Multimediator models for the galactic center gamma ray excess,"James M. Cline, Grace Dupuis, Zuowei Liu, Wei Xue"
Ferminoic Casimir effect between spheres,L. P. Teo
Managing $γ_5$ in Dimensional Regularization II: the Trace with more $γ_5$,Ruggero Ferrari
Unusual behavior of epicyclic frequencies around rapidly rotating compact stars,"Mateusz Wiśniewicz, Dorota Gondek-Rosińska, Włodzimierz Kluźniak, Nikolaos Stergioulas"
"Implementation of a Practical Distributed Calculation System with Browsers and JavaScript, and Application to Distributed Deep Learning","Ken Miura, Tatsuya Harada"
Critical Slowing Down of the Charge Carrier Dynamics at the Mott Metal-Insulator Transition,"B. Hartmann, D. Zielke, J. Polzin, T. Sasaki, J. Müller"
Emergence of Quantum Nonmagnetic Insulating Phase in Spin-Orbit Coupled Square Lattices,"Xin Zhang, Wei Wu, Gang Li, Lin Wen, Qing Sun, An-Chun Ji"
Tracking down hyper-boosted top quarks,"Andrew J. Larkoski, Fabio Maltoni, Michele Selvaggi"
Toward an invariant matrix model for the Anderson Transition,Fabio Franchini
apsis - Framework for Automated Optimization of Machine Learning Hyper Parameters,"Frederik Diehl, Andreas Jauch"
Structural instability of the rutile compounds and its relevance to the metal-insulator transition of VO2,Zenji Hiroi
